municipio,cultivo,ciclo,tipo,patron,d_area_pct,d_rend_pct,d_prod_pct,serie_flag,cobertura
Alcalá,Aguacate,Permanente,permanente,REVISION_PROPORCIONAL,0.19697964543664565,-15.94905026390283,-15.783487001126527,revision_fuente_real,ambos
Alcalá,Banano,Permanente,permanente,MIXTO_OTRO,30.81510934393638,-15.651201788708766,10.340972610396868,inspeccion_manual,ambos
Alcalá,Cacao,Permanente,permanente,MIXTO_OTRO,41.42857142857143,-20.000000000000007,13.142857142857142,inspeccion_manual,ambos
Alcalá,Café,Permanente,permanente,MIXTO_OTRO,1.5298666846518754,-22.392697073206676,-21.20540880087281,inspeccion_manual,ambos
Alcalá,Frijol,Transitorio,transitorio,REVISION_PROPORCIONAL,-45.82981661935088,-0.8515681839357618,-46.29111266620014,revision_fuente_real,ambos
Alcalá,Guanábana,Permanente,permanente,MIXTO_OTRO,0.0,-21.599372794982354,-21.599372794982358,inspeccion_manual,ambos
Alcalá,Guayaba,Permanente,permanente,MIXTO_OTRO,0.0,-22.103213242453744,-22.103213242453744,inspeccion_manual,ambos
Alcalá,Habichuela,Transitorio,transitorio,REVISION_PROPORCIONAL,-64.72792440534376,-6.253955525028323,-66.93382432578792,revision_fuente_real,ambos
Alcalá,Limón,Permanente,permanente,MIXTO_OTRO,116.95906432748538,-22.825228477942,67.43766219113168,inspeccion_manual,ambos
Alcalá,Lulo,Permanente,permanente,MIXTO_OTRO,0.0,-53.35820895522389,-53.35820895522389,inspeccion_manual,ambos
Alcalá,Mandarina,Permanente,permanente,MIXTO_OTRO,9.874444153805927,19.992937899286588,31.841573540662665,inspeccion_manual,ambos
Alcalá,Maracuyá,Permanente,permanente,MIXTO_OTRO,86.36363636363636,-12.308174130911377,63.42567548330153,inspeccion_manual,ambos
Alcalá,Maíz,Transitorio,transitorio,REVISION_PROPORCIONAL,38.49914965986396,1.0002527780489858,39.88449125191097,revision_fuente_real,ambos
Alcalá,Naranja,Permanente,permanente,MIXTO_OTRO,14.781155332706566,-24.300040944068275,-13.110712409215742,inspeccion_manual,ambos
Alcalá,Papaya,Permanente,permanente,MIXTO_OTRO,55.44554455445544,-46.60251919798042,-16.99599518893985,inspeccion_manual,ambos
Alcalá,Pimentón,Transitorio,transitorio,MIXTO_OTRO,-60.96296296296296,-31.921499680746773,-73.42417061611374,inspeccion_manual,ambos
Alcalá,Piña,Permanente,permanente,SIN_QUIEBRE,-1.9167579408543338,-13.043478260869565,-14.710224296395067,,ambos
Alcalá,Plátano,Permanente,permanente,MIXTO_OTRO,0.0,-21.507064364207224,-21.50706436420722,inspeccion_manual,ambos
Alcalá,Tomate,Transitorio,transitorio,REVISION_PROPORCIONAL,-56.43700561733349,6.035616228561399,-53.80771045872598,revision_fuente_real,ambos
Alcalá,Yuca,Transitorio,transitorio,SIN_QUIEBRE,0.0,7.169891975171232,7.169891975171231,,ambos
Andalucía,Aguacate,Permanente,permanente,SIN_QUIEBRE,-11.11111111111111,0.0,-11.11111111111111,,ambos
Andalucía,Banano,Permanente,permanente,MIXTO_OTRO,-6.666666666666667,40.0,30.666666666666664,inspeccion_manual,ambos
Andalucía,Cacao,Permanente,permanente,SIN_QUIEBRE,12.738853503184714,0.0,12.73885350318471,,ambos
Andalucía,Café,Permanente,permanente,MIXTO_OTRO,-0.9132899433130427,-59.354804534378644,-59.72601301700608,inspeccion_manual,ambos
Andalucía,Caña,Permanente,permanente,SIN_QUIEBRE,1.0774520414124678,0.0,1.0774520414124678,,ambos
Andalucía,Limón,Permanente,permanente,REVISION_PROPORCIONAL,-29.585798816568055,0.036995930447652335,-29.55974842767296,revision_fuente_real,ambos
Andalucía,Mandarina,Permanente,permanente,SIN_QUIEBRE,-2.9364263691087946,-0.005505496320488048,-2.9417702005835777,,ambos
Andalucía,Maracuyá,Permanente,permanente,SIN_QUIEBRE,-12.0,0.0,-12.0,,ambos
Andalucía,Maíz,Transitorio,transitorio,MIXTO_OTRO,75.92592592592592,14.68610374858008,101.76258992805755,inspeccion_manual,ambos
Andalucía,Naranja,Permanente,permanente,MIXTO_OTRO,-2.3669884017568315,25.0,22.04126449780396,inspeccion_manual,ambos
Andalucía,Otras hortalizas,Transitorio,transitorio,MIXTO_OTRO,76.47058823529413,-42.96296296296297,0.6535947712418277,inspeccion_manual,ambos
Andalucía,Papaya,Permanente,permanente,REVISION_PROPORCIONAL,235.72744014732967,3.592978606692269,247.79005524861878,revision_fuente_real,ambos
Andalucía,Plátano,Permanente,permanente,MIXTO_OTRO,-1.483239394838327,31.148178767689537,29.20293731459418,inspeccion_manual,ambos
Andalucía,Tomate,Transitorio,transitorio,REVISION_PROPORCIONAL,139.23444976076559,0.0,139.23444976076556,revision_fuente_real,ambos
Andalucía,Zapote,Permanente,permanente,PATRON_LULO,-10.0,71.42857142857143,54.285714285714285,quiebre_definicion_no_validado,ambos
Ansermanuevo,Aguacate,Permanente,permanente,MIXTO_OTRO,40.1673640167364,50.285572139303504,110.6513249651325,inspeccion_manual,ambos
Ansermanuevo,Banano,Permanente,permanente,SIN_QUIEBRE,8.726003490401396,-14.573613498438979,-7.119304030588984,,ambos
Ansermanuevo,Cacao,Permanente,permanente,SIN_QUIEBRE,15.72327044025156,-3.20652173913043,12.01257861635219,,ambos
Ansermanuevo,Café,Permanente,permanente,MIXTO_OTRO,2.5480637164861206,31.413609822297133,34.76211233270371,inspeccion_manual,ambos
Ansermanuevo,Caña,Permanente,permanente,SIN_QUIEBRE,10.452961672473867,-0.7232933449398669,9.654062751407883,,ambos
Ansermanuevo,Frijol,Transitorio,transitorio,REVISION_PROPORCIONAL,0.0,-15.254237288135606,-15.254237288135597,revision_fuente_real,ambos
Ansermanuevo,Granadilla,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Ansermanuevo,Guanábana,Permanente,permanente,MIXTO_OTRO,11.76470588235294,-44.44444444444444,-37.908496732026144,inspeccion_manual,ambos
Ansermanuevo,Guayaba,Permanente,permanente,MIXTO_OTRO,25.0,44.44444444444444,80.55555555555556,inspeccion_manual,ambos
Ansermanuevo,Limón,Permanente,permanente,MIXTO_OTRO,151.51515151515153,8.900000000000007,173.9,inspeccion_manual,ambos
Ansermanuevo,Lulo,Permanente,permanente,REVISION_PROPORCIONAL,52.63157894736842,0.0,52.63157894736842,revision_fuente_real,ambos
Ansermanuevo,Mandarina,Permanente,permanente,SIN_QUIEBRE,0.0,-0.07137758743755324,-0.07137758743754309,,ambos
Ansermanuevo,Mango,Permanente,permanente,SIN_QUIEBRE,0.0,11.11111111111111,11.11111111111111,,ambos
Ansermanuevo,Maracuyá,Permanente,permanente,REVISION_PROPORCIONAL,200.0,0.0,200.0,revision_fuente_real,ambos
Ansermanuevo,Maíz,Transitorio,transitorio,MIXTO_OTRO,-50.71428571428571,-41.17647058823529,-71.00840336134453,inspeccion_manual,ambos
Ansermanuevo,Mora,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Ansermanuevo,Naranja,Permanente,permanente,SIN_QUIEBRE,0.0,-10.007214814418964,-10.007214814418951,,ambos
Ansermanuevo,Pitahaya,Permanente,permanente,SIN_QUIEBRE,0.0,6.25,6.25,,ambos
Ansermanuevo,Piña,Permanente,permanente,REVISION_PROPORCIONAL,-44.44444444444444,0.0,-44.44444444444444,revision_fuente_real,ambos
Ansermanuevo,Plátano,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Ansermanuevo,Tomate,Transitorio,transitorio,REVISION_PROPORCIONAL,39.130434782608695,-6.504065040650408,30.081300813008134,revision_fuente_real,ambos
Argelia,Aguacate,Permanente,permanente,MIXTO_OTRO,114.15025528811084,16.068047668067056,148.56002038909176,inspeccion_manual,ambos
Argelia,Banano,Permanente,permanente,SIN_QUIEBRE,13.684210526315791,0.0,13.684210526315791,,ambos
Argelia,Cacao,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Argelia,Café,Permanente,permanente,MIXTO_OTRO,5.3138992963538305,-22.865860018557584,-18.76702949683513,inspeccion_manual,ambos
Argelia,Caña,Permanente,permanente,REVISION_PROPORCIONAL,28.57142857142857,0.0,28.57142857142857,revision_fuente_real,ambos
Argelia,Cebolla de rama,Transitorio,transitorio,REVISION_PROPORCIONAL,-33.33333333333333,-6.25,-37.5,revision_fuente_real,ambos
Argelia,Frijol,Transitorio,transitorio,REVISION_PROPORCIONAL,-46.34146341463415,-4.852320675105508,-48.945147679324904,revision_fuente_real,ambos
Argelia,Limón,Permanente,permanente,REVISION_PROPORCIONAL,208.33333333333334,-0.5917159763313651,206.508875739645,revision_fuente_real,ambos
Argelia,Lulo,Permanente,permanente,REVISION_PROPORCIONAL,-33.33333333333333,0.0,-33.33333333333333,revision_fuente_real,ambos
Argelia,Mandarina,Permanente,permanente,REVISION_PROPORCIONAL,73.52941176470587,-0.7299270072992411,72.26277372262776,revision_fuente_real,ambos
Argelia,Maíz,Transitorio,transitorio,REVISION_PROPORCIONAL,-76.78571428571429,-19.974500637484077,-81.42265193370164,revision_fuente_real,ambos
Argelia,Naranja,Permanente,permanente,REVISION_PROPORCIONAL,-39.44773175542407,-0.08445945945946305,-39.49887387387388,revision_fuente_real,ambos
Argelia,Pimentón,Transitorio,transitorio,PATRON_LULO,1.8503717077085944e-14,48.148148148148124,48.14814814814816,quiebre_definicion_no_validado,ambos
Argelia,Plátano,Permanente,permanente,REVISION_PROPORCIONAL,1.2422360248447204,-16.666666666666664,-15.631469979296067,revision_fuente_real,ambos
Argelia,Tomate,Transitorio,transitorio,REVISION_PROPORCIONAL,-24.242424242424242,-16.316981132075465,-36.60377358490566,revision_fuente_real,ambos
Bolívar,Aguacate,Permanente,permanente,REVISION_PROPORCIONAL,96.8822708236389,0.0,96.8822708236389,revision_fuente_real,ambos
Bolívar,Ahuyama,Transitorio,transitorio,REVISION_PROPORCIONAL,-28.57142857142857,0.0,-28.57142857142857,revision_fuente_real,ambos
Bolívar,Ají,Transitorio,transitorio,REVISION_PROPORCIONAL,18.51851851851852,0.0,18.51851851851852,revision_fuente_real,ambos
Bolívar,Arracacha,Transitorio,transitorio,SIN_QUIEBRE,-1.8072289156626504,0.0,-1.8072289156626504,,ambos
Bolívar,Arveja,Transitorio,transitorio,SIN_QUIEBRE,-3.571428571428571,0.018398222448660233,-3.553687428353075,,ambos
Bolívar,Banano,Permanente,permanente,SIN_QUIEBRE,12.625250501002002,0.0,12.625250501002002,,ambos
Bolívar,Cacao,Permanente,permanente,MIXTO_OTRO,123.59550561797752,66.66666666666667,272.65917602996257,inspeccion_manual,ambos
Bolívar,Café,Permanente,permanente,SIN_QUIEBRE,1.0680531021798134,-4.56732947163788,-3.548057873566661,,ambos
Bolívar,Caña,Permanente,permanente,SIN_QUIEBRE,-7.255936675461741,-0.8667425987102592,-8.05978898007034,,ambos
Bolívar,Chontaduro,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Durazno o albaricoque,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Frijol,Transitorio,transitorio,SIN_QUIEBRE,-3.937007874015748,0.0,-3.937007874015748,,ambos
Bolívar,Granadilla,Permanente,permanente,REVISION_PROPORCIONAL,-25.0,0.0,-25.0,revision_fuente_real,ambos
Bolívar,Guanábana,Permanente,permanente,REVISION_PROPORCIONAL,-25.0,1.0101010101010035,-24.24242424242425,revision_fuente_real,ambos
Bolívar,Guayaba,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Habichuela,Transitorio,transitorio,REVISION_PROPORCIONAL,-20.37037037037037,0.0,-20.37037037037037,revision_fuente_real,ambos
Bolívar,Limón,Permanente,permanente,REVISION_PROPORCIONAL,1418.2692307692307,0.09624639076036837,1419.7305101058707,revision_fuente_real,ambos
Bolívar,Lulo,Permanente,permanente,SIN_QUIEBRE,-0.9771986970684038,0.0,-0.9771986970684038,,ambos
Bolívar,Mango,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Maracuyá,Permanente,permanente,SIN_QUIEBRE,-9.45945945945946,0.0,-9.45945945945946,,ambos
Bolívar,Maíz,Transitorio,transitorio,SIN_QUIEBRE,-3.6290322580645165,0.5230125523012602,-3.125,,ambos
Bolívar,Melón,Transitorio,transitorio,REVISION_PROPORCIONAL,-26.666666666666668,0.03175611305176743,-26.643378850428707,revision_fuente_real,ambos
Bolívar,Mora,Permanente,permanente,SIN_QUIEBRE,-9.090909090909092,1.8329938900203637,-7.42455100907239,,ambos
Bolívar,Papaya,Permanente,permanente,SIN_QUIEBRE,-5.0,0.0,-5.0,,ambos
Bolívar,Patilla,Transitorio,transitorio,REVISION_PROPORCIONAL,-37.5,0.0,-37.5,revision_fuente_real,ambos
Bolívar,Pepino Cohombro,Transitorio,transitorio,REVISION_PROPORCIONAL,-16.129032258064516,0.0,-16.129032258064516,revision_fuente_real,ambos
Bolívar,Pimentón,Transitorio,transitorio,SIN_QUIEBRE,-11.11111111111111,4.761904761904762,-6.878306878306878,,ambos
Bolívar,Pitahaya,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Piña,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Plátano,Permanente,permanente,SIN_QUIEBRE,8.583690987124463,0.0,8.583690987124463,,ambos
Bolívar,Sacha inchi,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Sábila,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bolívar,Tomate,Transitorio,transitorio,SIN_QUIEBRE,-3.6363636363636362,0.0,-3.6363636363636362,,ambos
Bolívar,Tomate de árbol,Permanente,permanente,REVISION_PROPORCIONAL,20.0,0.0,20.0,revision_fuente_real,ambos
Bolívar,Uva,Permanente,permanente,SIN_QUIEBRE,-6.451612903225806,0.0,-6.451612903225806,,ambos
Bolívar,Yuca,Transitorio,transitorio,SIN_QUIEBRE,-2.4096385542168677,0.0,-2.4096385542168677,,ambos
Buenaventura,Arroz,Transitorio,transitorio,REVISION_PROPORCIONAL,-93.75,0.0,-93.75,revision_fuente_real,ambos
Buenaventura,Banano,Permanente,permanente,MIXTO_OTRO,53.09734513274337,-20.0,22.477876106194692,inspeccion_manual,ambos
Buenaventura,Borojó,Permanente,permanente,MIXTO_OTRO,38.2,-80.0,-72.36,inspeccion_manual,ambos
Buenaventura,Cacao,Permanente,permanente,MIXTO_OTRO,-14.814814814814813,-64.28571428571428,-69.57671957671958,inspeccion_manual,ambos
Buenaventura,Caña,Permanente,permanente,MIXTO_OTRO,-18.38235294117647,-70.0,-75.51470588235294,inspeccion_manual,ambos
Buenaventura,Chontaduro,Permanente,permanente,MIXTO_OTRO,48.57898215465962,-90.0,-85.14210178453403,inspeccion_manual,ambos
Buenaventura,Cimarrón,Transitorio,transitorio,MIXTO_OTRO,-50.0,-43.333333333333336,-71.66666666666667,inspeccion_manual,ambos
Buenaventura,Coco,Permanente,permanente,MIXTO_OTRO,2540.0,-71.42857142857143,654.2857142857142,inspeccion_manual,ambos
Buenaventura,Guayaba,Permanente,permanente,MIXTO_OTRO,-29.411764705882355,-84.61538461538461,-89.14027149321268,inspeccion_manual,ambos
Buenaventura,"Malanga, achín, yota, papa china, bore",Transitorio,transitorio,MIXTO_OTRO,-68.70967741935485,28.086695348648433,-59.92125984251968,inspeccion_manual,ambos
Buenaventura,Maíz,Transitorio,transitorio,REVISION_PROPORCIONAL,-79.60526315789474,0.0,-79.60526315789474,revision_fuente_real,ambos
Buenaventura,Piña,Permanente,permanente,MIXTO_OTRO,400.0,300.0,1900.0,inspeccion_manual,ambos
Buenaventura,Plátano,Permanente,permanente,MIXTO_OTRO,,,,inspeccion_manual,ambos
Buenaventura,Yuca,Transitorio,transitorio,REVISION_PROPORCIONAL,-95.38461538461539,0.0,-95.38461538461539,revision_fuente_real,ambos
Bugalagrande,Aguacate,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Cacao,Permanente,permanente,PATRON_LULO,0.0,233.33333333333334,233.33333333333334,quiebre_definicion_no_validado,ambos
Bugalagrande,Café,Permanente,permanente,MIXTO_OTRO,6.313195091575731,-20.390598746725015,-15.364701934370428,inspeccion_manual,ambos
Bugalagrande,Caña,Permanente,permanente,REVISION_PROPORCIONAL,0.08384865318100827,16.893172894325318,16.991186245457758,revision_fuente_real,ambos
Bugalagrande,Cilantro,Transitorio,transitorio,SIN_QUIEBRE,1.6666666666666667,0.0,1.6666666666666667,,ambos
Bugalagrande,Frijol,Transitorio,transitorio,SIN_QUIEBRE,12.068965517241379,0.0,12.068965517241379,,ambos
Bugalagrande,Granadilla,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Guanábana,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Guayaba,Permanente,permanente,REVISION_PROPORCIONAL,60.46511627906976,0.0,60.46511627906976,revision_fuente_real,ambos
Bugalagrande,Habichuela,Transitorio,transitorio,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Limón,Permanente,permanente,SIN_QUIEBRE,0.0,0.0022510861490684926,0.0022510861490648774,,ambos
Bugalagrande,Mandarina,Permanente,permanente,SIN_QUIEBRE,0.0,0.00611234489923613,0.006112344899242623,,ambos
Bugalagrande,Maracuyá,Permanente,permanente,REVISION_PROPORCIONAL,-21.428571428571427,0.0,-21.428571428571427,revision_fuente_real,ambos
Bugalagrande,Maíz,Transitorio,transitorio,SIN_QUIEBRE,-6.369426751592357,11.686344517926456,4.572564612326044,,ambos
Bugalagrande,Naranja,Permanente,permanente,SIN_QUIEBRE,0.0,-0.000991629881010517,-0.0009916298810059372,,ambos
Bugalagrande,Pepino Cohombro,Transitorio,transitorio,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Pimentón,Transitorio,transitorio,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Pitahaya,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Bugalagrande,Plátano,Permanente,permanente,SIN_QUIEBRE,1.9762845849802373,0.0,1.9762845849802373,,ambos
Caicedonia,Aguacate,Permanente,permanente,MIXTO_OTRO,59.87387387387388,14.082670504925005,82.38838475499092,inspeccion_manual,ambos
Caicedonia,Banano,Permanente,permanente,PATRON_LULO,6.157635467980295,66.66666666666666,76.92939244663383,quiebre_definicion_no_validado,ambos
Caicedonia,Cacao,Permanente,permanente,MIXTO_OTRO,18.461538461538463,-28.571428571428566,-15.384615384615385,inspeccion_manual,ambos
Caicedonia,Café,Permanente,permanente,MIXTO_OTRO,4.185429398520416,-77.23515399430963,-76.28234743705957,inspeccion_manual,ambos
Caicedonia,Caña,Permanente,permanente,MIXTO_OTRO,0.0,-27.265427366528428,-27.265427366528428,inspeccion_manual,ambos
Caicedonia,Frijol,Transitorio,transitorio,SIN_QUIEBRE,-2.4,-9.354604786076845,-11.530094271211007,,ambos
Caicedonia,Guanábana,Permanente,permanente,SIN_QUIEBRE,0.0,-9.090909090909092,-9.090909090909092,,ambos
Caicedonia,Limón,Permanente,permanente,MIXTO_OTRO,0.0,24.993974916371844,24.99397491637184,inspeccion_manual,ambos
Caicedonia,Mandarina,Permanente,permanente,PATRON_LULO,0.0,99.99846503346228,99.99846503346227,quiebre_definicion_no_validado,ambos
Caicedonia,Maracuyá,Permanente,permanente,MIXTO_OTRO,30.0,250.0,355.0,inspeccion_manual,ambos
Caicedonia,Maíz,Transitorio,transitorio,MIXTO_OTRO,-10.812737058548853,-25.08983995140334,-33.18967858759621,inspeccion_manual,ambos
Caicedonia,Naranja,Permanente,permanente,PATRON_LULO,0.0,63.63620410288207,63.63620410288207,quiebre_definicion_no_validado,ambos
Caicedonia,Piña,Permanente,permanente,PATRON_LULO,0.0,344.44444444444446,344.44444444444446,quiebre_definicion_no_validado,ambos
Caicedonia,Plátano,Permanente,permanente,SIN_QUIEBRE,3.5473572188719404,-11.11111111111111,-7.957904694336053,,ambos
Caicedonia,Soya,Transitorio,transitorio,SIN_QUIEBRE,26.01626016260163,-13.233634311512416,9.339729119638832,,ambos
Caicedonia,Tomate,Transitorio,transitorio,MIXTO_OTRO,6.50887573964498,22.49631544613303,30.469448404165362,inspeccion_manual,ambos
Caicedonia,Yuca,Transitorio,transitorio,MIXTO_OTRO,0.0,-56.52173913043478,-56.52173913043478,inspeccion_manual,ambos
Calima,Aguacate,Permanente,permanente,SIN_QUIEBRE,2.3129685755303924,-1.89061190679388,0.3786274094471438,,ambos
Calima,Ahuyama,Transitorio,transitorio,REVISION_PROPORCIONAL,130.82942097026603,-8.104215558452852,112.1225071225071,revision_fuente_real,ambos
Calima,Arracacha,Transitorio,transitorio,MIXTO_OTRO,-100.0,-100.0,-100.0,inspeccion_manual,ambos
Calima,Arveja,Transitorio,transitorio,MIXTO_OTRO,-50.0,-64.70588235294117,-82.35294117647058,inspeccion_manual,ambos
Calima,Banano,Permanente,permanente,REVISION_PROPORCIONAL,-43.85964912280701,0.0023549359457385277,-43.85832705350414,revision_fuente_real,ambos
Calima,Café,Permanente,permanente,SIN_QUIEBRE,3.7023826508774413,-14.700509104156593,-11.542395551942104,,ambos
Calima,Caña,Permanente,permanente,SIN_QUIEBRE,-1.0582010582010581,0.0,-1.0582010582010581,,ambos
Calima,Frijol,Transitorio,transitorio,MIXTO_OTRO,2.055279943302629,-47.45439596704447,-46.37443670626792,inspeccion_manual,ambos
Calima,Granadilla,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Calima,Guayaba,Permanente,permanente,REVISION_PROPORCIONAL,25.0,1.6237265442415453e-14,25.00000000000001,revision_fuente_real,ambos
Calima,Habichuela,Transitorio,transitorio,REVISION_PROPORCIONAL,22.247532270311325,-3.948284435604182,17.420851980772422,revision_fuente_real,ambos
Calima,Lulo,Permanente,permanente,REVISION_PROPORCIONAL,-22.339561332250206,-7.036358820866066e-06,-22.33956679671734,revision_fuente_real,ambos
Calima,Mandarina,Permanente,permanente,REVISION_PROPORCIONAL,20.30456852791879,0.0005991351484054704,20.305289314873974,revision_fuente_real,ambos
Calima,Maracuyá,Permanente,permanente,MIXTO_OTRO,,,,inspeccion_manual,ambos
Calima,Maíz,Transitorio,transitorio,REVISION_PROPORCIONAL,135.02036067481095,7.668170093140336,153.04212168486737,revision_fuente_real,ambos
Calima,Mora,Permanente,permanente,REVISION_PROPORCIONAL,29.126213592233007,0.0007133583484362284,29.12713472485768,revision_fuente_real,ambos
Calima,Naranja,Permanente,permanente,REVISION_PROPORCIONAL,22.513661202185798,0.02634037382257878,22.545931758530173,revision_fuente_real,ambos
Calima,Pepino Cohombro,Transitorio,transitorio,REVISION_PROPORCIONAL,102.3809523809524,-7.530431485851369,87.14079342149127,revision_fuente_real,ambos
Calima,Pimentón,Transitorio,transitorio,MIXTO_OTRO,18.59356376638854,-19.257042234548248,-4.244048895560802,inspeccion_manual,ambos
Calima,Plátano,Permanente,permanente,SIN_QUIEBRE,6.771223237011519,0.0002183845481991643,6.771456408864987,,ambos
Calima,Tomate,Transitorio,transitorio,REVISION_PROPORCIONAL,113.33333333333333,1.296984669375681,116.1002339613348,revision_fuente_real,ambos
Calima,Uchuva,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Calima,Yuca,Transitorio,transitorio,REVISION_PROPORCIONAL,0.0,-18.781064124500933,-18.781064124500922,revision_fuente_real,ambos
Candelaria,Ahuyama,Transitorio,transitorio,REVISION_PROPORCIONAL,-37.5,-22.424242424242426,-51.515151515151516,revision_fuente_real,ambos
Candelaria,Cacao,Permanente,permanente,SIN_QUIEBRE,0.0,-3.5971223021582572,-3.597122302158261,,ambos
Candelaria,Caña,Permanente,permanente,SIN_QUIEBRE,14.323157570151096,-0.2311959056333065,14.058847110658196,,ambos
Candelaria,Cilantro,Transitorio,transitorio,REVISION_PROPORCIONAL,-36.11111111111111,-5.263157894736844,-39.473684210526315,revision_fuente_real,ambos
Candelaria,Guayaba,Permanente,permanente,SIN_QUIEBRE,0.0,0.0,0.0,,ambos
Candelaria,Habichuela,Transitorio,transitorio,REVISION_PROPORCIONAL,-28.57142857142857,-3.63636363636364,-31.16883116883117,revision_fuente_real,ambos
Candelaria,Limón,Permanente,permanente,REVISION_PROPORCIONAL,-60.46511627906976,5.340519353258201,-58.35374816266536,revision_fuente_real,ambos
Candelaria,Mandarina,Permanente,permanente,MIXTO_OTRO,0.0,-50.04596996628868,-50.045969966288695,inspeccion_manual,ambos
Candelaria,Maracuyá,Permanente,permanente,MIXTO_OTRO,-11.094674556213018,-32.8182066635196,-40.2718079952297,inspeccion_manual,ambos
Candelaria,Maíz,Transitorio,transitorio,REVISION_PROPORCIONAL,-13.978494623655912,-12.878802281368824,-25.05703422053232,revision_fuente_real,ambos
Candelaria,Naranja,Permanente,permanente,MIXTO_OTRO,-4.5892611289582375,-39.99632836642902,-42.75005354465623,inspeccion_manual,ambos
Candelaria,Pepino Cohombro,Transitorio,transitorio,PATRON_LULO,0.0,47.01986754966887,47.019867549668874,quiebre_definicion_no_validado,ambos
Candelaria,Pimentón,Transitorio,transitorio,MIXTO_OTRO,-25.0,-59.66386554621849,-69.74789915966386,inspeccion_manual,ambos
Candelaria,Plantas aromáticas,Transitorio,transitorio,MIXTO_OTRO,0.0,-50.0,-50.0,inspeccion_manual,ambos
Candelaria,Plátano,Permanente,permanente,MIXTO_OTRO,-4.054054054054063,-33.33333333333333,-36.03603603603604,inspeccion_manual,ambos
Candelaria,Tomate,Transitorio,transitorio,MIXTO_OTRO,25.0,24.590163934426233,55.73770491803278,inspeccion_manual,ambos
Cartago,Aguacate,Permanente,permanente,REVISION_PROPORCIONAL,-44.955044955044954,-20.0,-55.964035964035965,revision_fuente_real,ambos
Cartago,Banano,Permanente,permanente,MIXTO_OTRO,0.0,-33.33333333333333,-33.33333333333333,inspeccion_manual,ambos
